Ticker,Name,Sector,Price,Dividend Yield,1-Year Dividend Growth,5-Year Dividend Growth (Annualized),Dividends Per Share (TTM),Market Cap ($M),Trailing P/E Ratio,Payout Ratio,Beta,52-Week High,52-Week Low
RHP,Ryman Hospitality Properties Inc,Real Estate,91.76,0.032286287,N/A,N/A,2.96258974,5478.667339,23.69737552,0.738800434,1.073647176,97.32,74.74
RICK,RCI Hospitality Holdings Inc,Consumer Cyclical,56.42,0.004067156,0.2,0.148698355,0.229468916,531.46427,14.10954601,0.056658992,0.855387037,97.04,50.43
RIDE,Lordstown Motors Corp.,N/A,2.2,0,N/A,N/A,0,0,0,N/A,,,
RIGL,Rigel Pharmaceuticals,Healthcare,0.8811,0,N/A,N/A,0,153.632372,N/A,0,0.971709345,2.04,0.6679
RILY,B. Riley Financial Inc,Financial Services,41.56,0.090355751,0,0.584893192,3.755185018,1270.563135,27.6829234,2.346990636,2.388924606,58.45,22.64
RIOT,Riot Platforms Inc,Technology,11.39,0,N/A,N/A,0,2262.983788,0,N/A,2.781580911,20.65,3.25
RKLB,Rocket Lab USA Inc,N/A,4.61,0,N/A,N/A,0,2228.135691,N/A,0,2.062004694,8.05,3.48
RLAY,Relay Therapeutics Inc,N/A,7.52,0,N/A,N/A,0,918.445544,N/A,0,1.394895645,23.18,5.95
RLGT,"Radiant Logistics, Inc.",Industrials,6.14,0,N/A,N/A,0,290.968343,0,N/A,0.881737031,7.76,4.93
RLI,RLI Corp.,Financial Services,135.12,0.007992895,0.038461538,0.032588266,1.056732,6164.954178,21.41851066,0.169348077,0.453446136,149.01,122.79
RLJ,RLJ Lodging Trust,Real Estate,10.35,0.029605195,1,-0.212415406,0.306413766,1629.913725,33.07991812,0.981151989,1.216614485,12.58,9.03
RLMD,Relmada Therapeutics Inc,Healthcare,3.16,0,N/A,N/A,0,95.113481,0,N/A,1.02597458,6.74,1.81
RLYB,Rallybio Corp,N/A,4.14,0,N/A,N/A,0,156.495544,0,N/A,0.577317412,10.07,3.03
RM,Regional Management Corp,Financial Services,23.5,0.050247637,N/A,N/A,1.180819465,231.17373,0,N/A,1.047300386,37.16,20.91
RMAX,RE/MAX Holdings Inc,Real Estate,11.65,0.077527747,0,0.028346722,0.903198249,211.180307,1249.587617,98.17372277,1.290722054,23.39,10.08
RMBL,RumbleON Inc,Consumer Cyclical,6.53,0,N/A,N/A,0,109.282103,0,N/A,1.785043991,17.58,5.1
RMBS,Rambus Inc.,Technology,58.07,0,N/A,N/A,0,6335.437,33.51214235,0,1.362098305,68.54,34.41
RMNI,Rimini Street Inc.,Technology,2.82,0,N/A,N/A,0,252.07698,22.04240818,0,1.378793553,5.32,2.01
RMR,RMR Group Inc (The),Real Estate,23.76,0.064076984,0,0.027066087,1.522469132,370.945373,0,N/A,0.769622521,28.56,19.44
RNA,Avidity Biosciences Inc,N/A,5.47,0,N/A,N/A,0,405.306252,N/A,0,0.730652086,25.74,4.83
RNST,Renasant Corp.,Financial Services,27.14,0.031920763,0,0.00934742,0.866329518,1523.554462,9.092373432,0.290714603,1.061966264,40.27,22.92
ROAD,Construction Partners Inc,Industrials,39.76,0,N/A,N/A,0,1738.637606,55.72020657,0,1.25172719,40.76,24.12
ROCC,Ranger Oil Corp,N/A,37.47,0,N/A,N/A,0.300000012,0,0,0.021945868,,,
ROCK,Gibraltar Industries Inc.,Industrials,66.24,0,N/A,N/A,0,2015.26304,21.33750188,0,1.137786907,77.1,44.69
ROG,Rogers Corp.,Technology,118.76,0,N/A,N/A,0,2210.897796,21.95485488,0,0.83696753,173.16,98.45
ROIC,Retail Opportunity Investments Corp,Real Estate,12.81,0.045445227,N/A,N/A,0.582153356,1614.082994,44.5215147,2.133993239,1.023496756,15.48,10.99
ROOT,Root Inc,N/A,9.94,0,N/A,N/A,0,95.424,N/A,0,2.579852124,14.8,3.31
ROVR,Rover Group Inc,N/A,6.51,0,N/A,N/A,0,1184.036372,N/A,0,1.134365951,7.12,3.38
RPAY,Repay Holdings Corporation,Technology,6.59,0,N/A,N/A,0,624.078707,0,N/A,2.923449839,10.43,4.37
RPD,Rapid7 Inc,Technology,51.35,0,N/A,N/A,0,3132.35,N/A,0,1.935871004,55.61,26.49
RPT,RPT Realty,Real Estate,11.29,0.049601417,N/A,N/A,0.539417513,979.609704,21.1990847,1.001331934,1.133718086,11.53,8.4
RRBI,Red River Bancshares Inc,Financial Services,47.91,0.006442241,N/A,N/A,0.308647779,343.756933,0,N/A,0.651115965,58.44,43.22
RRR,Red Rock Resorts Inc,Consumer Cyclical,42.18,0.023352487,N/A,N/A,0.985007886,2462.925758,10.91954741,0.49747873,1.056266584,50.77,37.39
RSI,Rush Street Interactive Inc,N/A,3.8,0,N/A,N/A,0,262.615773,N/A,0,1.916465533,5.48,2.77
RSVR,Reservoir Media Inc,N/A,5.95,0,N/A,N/A,0,384.997386,140.4846153,0,0.906871216,7.77,5.19
RTL,Necessity Retail REIT Inc (The),,7.61,0.111695138,N/A,N/A,0.850000024,0,0,N/A,,,
RUSHA,Rush Enterprises Inc,Consumer Cyclical,38.08,0.015374065,-0.19047619,0.072145026,0.585444388,2107.6054,5.582025584,0.087641375,0.889165623,46.11,31.37
RUSHB,Rush Enterprises Inc,Consumer Cyclical,42.82,0.013680354,-0.19047619,0.072145026,0.585792753,2107.6054,5.582025584,0.087693526,0.942517867,49.86,32.58
RVLV,Revolve Group Inc,Consumer Cyclical,13.35,0,N/A,N/A,0,528.082145,16.23818902,0,2.092384564,32.59,12.25
RVMD,Revolution Medicines Inc,Healthcare,22.16,0,N/A,N/A,0,2419.204918,N/A,0,1.4368442,35.6,15.44
RVNC,Revance Therapeutics Inc,Healthcare,9.23,0,N/A,N/A,0,811.827945,0,N/A,1.366602086,37.98,7.51
RWT,Redwood Trust Inc.,Real Estate,6.93,0.107931796,-0.304347826,-0.118139794,0.747967344,791.646076,N/A,N/A,1.187039914,8.12,5.22
RXDX,Prometheus Biosciences Inc,N/A,199.92,0,N/A,N/A,0,0,0,N/A,,,
RXRX,Recursion Pharmaceuticals Inc,N/A,5.91,0,N/A,N/A,0,1205.866542,N/A,0,1.942170768,16.75,4.54
RXST,RxSight Inc,N/A,24.17,0,N/A,N/A,0,861.50748,0,N/A,1.172223474,33.77,10.29
RXT,Rackspace Technology Inc,N/A,1.41,0,N/A,N/A,0,304.406866,N/A,0,3.218004415,6.07,1.05
RYAM,Rayonier Advanced Materials Inc,Basic Materials,2.92,0,N/A,N/A,0,190.802781,10.5672785,0,1.785274438,9.84,2.66
RYI,Ryerson Holding Corp.,Industrials,28.98,0.023707072,N/A,N/A,0.68703095,996.912,10.40617954,0.260238996,1.219073968,44.43,24.46
SABR,Sabre Corp,Technology,4.13,0,N/A,N/A,0,1372.529702,N/A,0,1.951346584,7.92,2.99
SAFE,Safehold Inc.,Real Estate,17.79,0.039910062,0,0.033656884,0.529217706,1264.2709,N/A,N/A,3.352018991,29.75,6.55
SAFT,"Safety Insurance Group, Inc.",Financial Services,77.98,0.044609328,0,0.023836256,3.478635425,1153.472908,32.7003716,1.449431427,0.431484843,86.52,64.31
SAGE,Sage Therapeutics Inc,Healthcare,21.29,0,N/A,N/A,0,1274.929146,N/A,0,0.845843987,59.99,16.52
SAH,"Sonic Automotive, Inc.",Consumer Cyclical,52.96,0.021342462,0.16,0.37040631,1.130296795,1157.561496,N/A,N/A,0.931759271,61.2,38.56
SAIA,Saia Inc.,Industrials,388.03,0,N/A,N/A,0,10301.39599,30.61417986,0,1.591265547,443.85,204.02
SAMG,Silvercrest Asset Management Group Inc,Financial Services,17.74,0.040104143,0.055555556,0.062980048,0.711447499,166.284879,0,N/A,0.944581289,22.74,14.39
SANA,Sana Biotechnology Inc,N/A,3.53,0,N/A,N/A,0,695.205489,0,N/A,1.968750004,8.01,2.75
SANM,Sanmina Corp,Technology,53.36,0,N/A,N/A,0,3105.552,10.45232165,0,1.082648295,69.28,49.07
SASR,Sandy Spring Bancorp,Financial Services,22.91,0.057101695,0,0.039594988,1.30819983,1027.796874,7.180310839,0.410093991,1.007178368,33.75,18.63
SATS,EchoStar Corp,Technology,15.44,0,N/A,N/A,0,558.345634,4.987544521,0,1.058356035,24.8,13.21
SAVA,Cassava Sciences Inc,Healthcare,22.7,0,N/A,N/A,0,952.718864,0,N/A,1.290467367,45.43,12.32
SAVE,Spirit Airlines Inc,Industrials,11.26,0,N/A,N/A,0,1229.226726,N/A,0,0.54906757,20.93,10.73
SB,"Safe Bulkers, Inc",Industrials,3.23,0.060589378,N/A,N/A,0.195703692,360.418626,2.796913204,0.179544671,1.027585874,3.74,2.48
SBCF,Seacoast Banking Corp. Of Florida,Financial Services,23.02,0.029774731,N/A,N/A,0.685414317,1945.19,20.21186617,0.535479936,1.465652835,33.44,17.38
SBGI,Sinclair Inc,Communication Services,14.87,0.016812374,0,0.045639553,0.25,589.584481,0,N/A,1.3973607,15.86,9.39
SBH,Sally Beauty Holdings Inc,Consumer Cyclical,9.27,0,N/A,N/A,0,999.023756,6.115510969,0,1.173071287,18.42,7.21
SBOW,SilverBow Resources Inc,Energy,36.45,0,N/A,N/A,0,824.438894,0,N/A,1.685773368,43.95,19.13
SBRA,Sabra Healthcare REIT Inc,Real Estate,13.86,0.086580087,0,-0.077892089,1.156497776,3204.6906,N/A,N/A,0.829154164,14.72,9.58
SBSI,Southside Bancshares Inc,Financial Services,29.44,0.047554348,7.75,0.024569138,1.366821737,888.988316,9.160672645,0.43949252,0.876574133,39.07,25.1
SBT,Sterling Bancorp Inc,Financial Services,5.84,0,N/A,N/A,0,304.124319,0,N/A,0.717137813,6.76,4.22
SCHL,Scholastic Corp.,Communication Services,39.44,0.020283976,0,0.059223841,0.78888071,1157.956901,20.10341843,0.46679332,0.661735889,46.06,29.73
SCL,Stepan Co.,Basic Materials,77.7,0.019305019,0,0.078625221,1.45132627,1736.685754,33.2500958,0.63935078,0.874515601,113.64,63.6
SCS,"Steelcase, Inc.",Industrials,11.41,0.034501289,0,-0.058255167,0.393659703,1068.51591,19.82404285,0.83243752,1.007797744,11.97,5.91
SCSC,"Scansource, Inc.",Technology,32.03,0,N/A,N/A,0,799.6908,8.904350343,0,0.831631256,35.5,26.14
SCU,Sculptor Capital Management Inc,Financial Services,12.57,0.02133811,N/A,N/A,0.268220043,314.209361,N/A,N/A,0.984355916,12.7,7.76
SCVL,"Shoe Carnival, Inc.",Consumer Cyclical,24.4,0.020211845,0.333333333,0.084471771,0.493169022,667.576607,7.398692292,0.150356409,1.287938146,28.82,18.89
SCWX,SecureWorks Corp,Technology,5.9,0,N/A,N/A,0,95.788329,N/A,0,1.290991596,10.06,5.28
SD,Sandridge Energy Inc,Energy,16.12,0.006203474,N/A,N/A,0.100000001,595.886891,0,N/A,1.137342545,19.42,11.11
SDGR,Schrodinger Inc,Healthcare,28.34,0,N/A,N/A,0,1777.375691,40.22759186,0,2.039869189,59.24,15.85
SEAS,SeaWorld Entertainment Inc,Consumer Cyclical,47.27,0,N/A,N/A,0,3023.927133,11.89796436,0,1.45621065,68.19,40.87
SEAT,Vivid Seats Inc,N/A,6.21,0,N/A,N/A,0,598.545845,9.870153437,0,1.063441237,9.89,5.59
SEER,Seer Inc,N/A,1.82,0,N/A,N/A,0,109.008904,N/A,0,2.462208116,8.74,1.58
SEM,Select Medical Holdings Corporation,Healthcare,22.31,0.022262958,N/A,N/A,0.496686593,2836.569633,13.10193826,0.287102077,1.199440834,33.37,20.8
SENEA,Seneca Foods Corp.,Consumer Defensive,55,0,N/A,N/A,0,416.624711,15.32779189,0,0.552900453,68.74,32.5
SENS,Senseonics Holdings Inc,Healthcare,0.5361,0,N/A,N/A,0,283.1553,0,N/A,2.276045106,1.29,0.4606
SFBS,ServisFirst Bancshares Inc,Financial Services,52.26,0.021247035,0.217391304,0.132956811,1.110370054,2844.163801,11.6980233,0.248961896,1.193230043,77.72,39.06
SFIX,Stitch Fix Inc,Consumer Cyclical,3.61,0,N/A,N/A,0,333.874117,N/A,0,3.252918186,6.03,2.63
SFL,SFL Corporation Ltd,Industrials,11.2,0.085714286,0.043478261,-0.072682108,0.917637147,1551.896338,12.76199056,1.036643862,0.706996442,11.37,8.04
SFM,Sprouts Farmers Market Inc,Consumer Defensive,41.64,0,N/A,N/A,0,4228.991795,16.65436049,0,0.506010595,44.43,28.4
SFNC,Simmons First National Corp.,Financial Services,15.71,0.049039778,0.052631579,0.059223841,0.770414919,1983.569532,7.407846895,0.366864247,1.244205496,23.55,13.36
SFST,Southern First Bancshares Inc,Financial Services,28.74,0,N/A,N/A,0,232.467456,0,N/A,0.897433024,49.96,20.75
SG,Sweetgreen Inc,Financial Services,9.73,0,N/A,N/A,0,960.683883,N/A,0,1.962061899,18.24,6.1
SGC,Superior Group of Companies Inc..,Consumer Cyclical,8.08,0.066596432,0,0.069610376,0.538099173,133.354841,0,N/A,0.653768235,11.96,6.79
SGH,SMART Global Holdings Inc,Technology,14.64,0,N/A,N/A,0,760.091086,N/A,0,1.863870209,29.99,12.66
SGHT,Sight Sciences Inc,N/A,1.82,0,N/A,N/A,0,88.544955,N/A,0,2.279859784,15.3,1.04
SGMO,Sangamo Therapeutics Inc,Healthcare,0.46,0,N/A,N/A,0,81.579611,N/A,0,1.671117486,4.22,0.4446
SGRY,Surgery Partners Inc,Healthcare,24.89,0,N/A,N/A,0,3148.558119,N/A,0,2.369209002,45.79,22.03
SHAK,Shake Shack Inc,Consumer Cyclical,59.51,0,N/A,N/A,0,2348.412363,N/A,0,1.168666964,80.58,40.83
SHBI,Shore Bancshares Inc.,Financial Services,11.82,0.039700208,0,0.037137289,0.469256464,391.514096,13.71808327,0.325872544,0.946338724,20.06,9.66
SHCR,Sharecare Inc,N/A,1.14,0,N/A,N/A,0,407.1229,N/A,0,1.648615113,2.71,0.7695
SHEN,Shenandoah Telecommunications Co.,Communication Services,24.74,0,N/A,N/A,0,1243.530197,N/A,0,0.978275742,25.51,15.62
SHLS,Shoals Technologies Group Inc,N/A,15.85,0,N/A,N/A,0,2693.541091,17.51452374,0,1.635043152,32.43,14.31
SHO,Sunstone Hotel Investors Inc,Real Estate,9.79,0.022278158,N/A,N/A,0.218103169,2028.338125,23.18816235,0.520036168,1.137319802,11.17,8.45
SHOO,Steven Madden Ltd.,Consumer Cyclical,34.7,0.023782144,N/A,N/A,0.825240387,2613.41485,15.9018105,0.382055735,1.23437698,36.67,28.52
SHYF,Shyft Group Inc (The),N/A,11.38,0.017486778,N/A,N/A,0.198999532,390.218368,13.57092467,0.244351095,1.480566342,33.79,10.39
SIBN,SI-BONE Inc,Healthcare,17.97,0,N/A,N/A,0,695.192739,N/A,0,1.176388849,29.51,11.14
SIG,Signet Jewelers Ltd,Consumer Cyclical,75.81,0.011686127,N/A,N/A,0.885925296,3402.821003,7.515064052,0.112713142,1.317211118,83.09,56.74
SIGA,SIGA Technologies Inc,Healthcare,5.12,0,N/A,N/A,0,363.944673,12.79915174,0,1.056216697,8.71,4.22
SIGI,Selective Insurance Group Inc.,Financial Services,103.61,0.011504618,0.071428571,0.084471771,1.19199349,6275.33195,19.75232042,0.228789537,0.48360544,108.18,83.47
SILK,Silk Road Medical Inc,Healthcare,8.76,0,N/A,N/A,0,340.17701,N/A,0,0.746550959,58.04,6.08
SITC,SITE Centers Corp,Real Estate,12.75,0.0401646,N/A,N/A,0.512098645,2668.798801,31.06541574,1.255143739,1.125876527,14.47,10.88
SITM,SiTime Corp,Technology,112.11,0,N/A,N/A,0,2489.9631,N/A,0,2.424303818,142.88,81.09
SJW,SJW Group,Utilities,65,0.023384615,0.055555556,0.048413171,1.507152313,2075.645195,20.85300135,0.473947268,0.46418385,82.12,56.62
SKIL,Skillsoft Corp.,N/A,18.58,0,N/A,N/A,0,2988.827089,0,N/A,1.657724142,43.4,13.85
SKIN,Beauty Health Company (The),N/A,4.38,0,N/A,N/A,0,582.039659,0,N/A,1.79163023,13.9,3.9
SKLZ,Skillz Inc,N/A,6,0,N/A,N/A,0,106.453356,N/A,0,3.74443664,24.8,3.96
SKT,"Tanger Factory Outlet Centers, Inc.",Real Estate,23.92,0.043478261,N/A,N/A,0.953753393,2515.912202,28.42999268,1.142767066,1.10894267,24.93,16.61
SKWD,Skyward Specialty Insurance Group Inc,N/A,27.92,0,N/A,N/A,0,1051.859839,0,N/A,0.495835588,29.59,17.5
SKY,Skyline Champion Corp,Consumer Cyclical,59.49,0,N/A,N/A,0,3427.675724,14.43250114,0,1.569792138,76.82,45.66
SKYT,SkyWater Technology Inc,N/A,5.59,0,N/A,N/A,0,258.725056,N/A,0,2.005618883,15.99,4.73
SKYW,Skywest Inc.,Industrials,44.51,0,N/A,N/A,0,1822.403286,N/A,0,1.429998563,46.07,14.76
SLAB,Silicon Laboratories Inc,Technology,91.54,0,N/A,N/A,0,2909.080326,47.97929024,0,1.693015541,194.68,74.56
SLCA,U.S. Silica Holdings Inc,Energy,11.95,0,N/A,N/A,0,921.545115,5.962069217,0,1.269853021,14.9,10.38
SLDP,Solid Power Inc,N/A,1.4,0,N/A,N/A,0,249.74662,N/A,0,1.646916387,5.97,1.2
SLGC,SomaLogic Inc,N/A,2.26,0,N/A,N/A,0,425.041694,N/A,0,1.48502055,3.79,1.73
SLP,Simulations Plus Inc.,Healthcare,36.49,0.006546929,0,0,0.238897427,727.53762,73.03861259,0.490851504,1.184465863,52.5,32.24
SLQT,SelectQuote Inc,N/A,1.32,0,N/A,N/A,0,221.396485,N/A,0,3.598405937,2.94,0.52
SLVM,Sylvamo Corp,N/A,45.74,0.022747696,N/A,N/A,1.040479617,1914.884426,6.447422308,0.153011708,0.840295973,56.03,37.33
SM,SM Energy Co,Energy,40.47,0.014736002,N/A,N/A,0.596365995,4803.789,4.414723806,0.067158333,1.293323487,47.71,24.34
SMBC,"Southern Missouri Bancorp, Inc.",Financial Services,44.21,0.018787273,0,0.100665081,0.830585329,501.184985,0,N/A,1.114002352,53.03,29.8
SMBK,SmartFinancial Inc,Financial Services,21.8,0.014108511,N/A,N/A,0.30756554,370.689206,0,N/A,0.879672538,30.1,18.67
SMCI,Super Micro Computer Inc,Technology,255,0,N/A,N/A,0,13489.5,21.07740962,0,1.716579035,357,69.02
SMMF,Summit Financial Group Inc,Financial Services,21.73,0.036812598,0.1,0.094608784,0.799937746,318.825754,0,N/A,0.755288494,27.7,16.44
SMP,"Standard Motor Products, Inc.",Consumer Cyclical,35.9,0.031393497,N/A,N/A,1.127026553,780.081583,21.88351286,0.700016493,0.891372023,41.46,30.15
SMPL,Simply Good Foods Co,Consumer Defensive,37.54,0,N/A,N/A,0,3739.129655,27.99273558,0,0.688718695,40.16,31.06
SMR,NuScale Power Corporation,N/A,3.45,0,N/A,N/A,0,256.967088,N/A,0,1.088097138,12.14,3.01
SMRT,SmartRent Inc,Consumer Cyclical,2.66,0,N/A,N/A,0,532.624307,N/A,0,1.551372659,4.12,2.03
SMTC,Semtech Corp.,Technology,14.72,0,N/A,N/A,0,944.5824,N/A,0,1.518112108,35.18,13.13
SNBR,Sleep Number Corp,Consumer Cyclical,16.73,0,N/A,N/A,0,371.64022,31.4363238,0,1.614881904,41.61,15.05
SNCE,Science 37 Holdings Inc,N/A,0.3975,0,N/A,N/A,0,47.437432,N/A,0,-0.219726687,1.44,0.19
SNCY,Sun Country Airlines Holdings Inc,N/A,13.75,0,N/A,N/A,0,770.168149,10.01427892,0,1.261116359,23.8,12.57
SNDX,Syndax Pharmaceuticals Inc,Healthcare,14.8,0,N/A,N/A,0,1028.363984,N/A,0,0.854232974,29.86,11.22
SNEX,StoneX Group Inc,N/A,97.42,0,N/A,N/A,0,2025.825909,8.724487118,0,0.754948942,106.35,74.43
SNPO,Snap One Holdings Corp,N/A,8.05,0,N/A,N/A,0,615.290593,N/A,0,0.985854182,12.38,7.02
SOI,Solaris Oilfield Infrastructure Inc,Energy,9.31,0.046228823,N/A,N/A,0.430390346,284.711577,11.87040138,0.544728954,1.198165241,12.31,7.08
SOND,Sonder Holdings Inc,N/A,9.14,0,N/A,N/A,0,2013.102814,0,N/A,2.81018986,48.2,5.4
SONO,Sonos Inc,Technology,11.34,0,N/A,N/A,0,1454.4475,N/A,0,1.196078959,21.98,9.78
SOVO,Sovos Brands Inc,N/A,21.62,0,N/A,N/A,0,2190.73525,0,N/A,0.527741067,22.73,12.74
SP,SP Plus Corp,Industrials,51.51,0,N/A,N/A,0,1012.151463,29.16863005,0,0.583875526,52.4,31.52
SPCE,Virgin Galactic Holdings Inc,Industrials,1.85,0,N/A,N/A,0,679.202706,N/A,0,2.497322737,6.61,1.38
SPFI,South Plains Financial Inc,Financial Services,27.04,0.018935736,N/A,N/A,0.512022294,457.346069,6.825449504,0.134742709,0.780741521,30.79,18.38
SPHR,Sphere Entertainment Co,N/A,36.49,0,N/A,N/A,0,1030.60973,2.049855064,0,1.188690367,62.79,20.69
SPIR,Spire Global Inc,Technology,4.14,0,N/A,N/A,0,684.992332,N/A,0,2.284828811,12.64,2.8
SPNS,Sapiens International Corp NV,Technology,28.27,0.01788979,N/A,N/A,0.505744366,1558.813737,27.65913866,0.500736996,1.070698202,30.8,16.52
SPNT,SiriusPoint Ltd,N/A,10.33,0,N/A,N/A,0,1699.296198,26.3048947,0,0.68001052,11.34,5.66
SPSC,SPS Commerce Inc.,Technology,166.62,0,N/A,N/A,0,6114.555445,97.47728997,0,1.461469316,196.39,116.73
SPT,Sprout Social Inc,Technology,46.78,0,N/A,N/A,0,2266.106375,N/A,0,2.25678999,74.07,37
SPTN,SpartanNash Co,Consumer Defensive,23.48,0.036626917,0.023809524,0.036175194,0.832056588,812.792978,20.06153222,0.736333264,0.336782888,35.71,19.79
SPWH,Sportsman`s Warehouse Holdings Inc,Consumer Cyclical,5.18,0,N/A,N/A,0,193.656812,0,N/A,0.722430712,10.62,2.98
SPWR,Sunpower Corp,Technology,4.57,0,N/A,N/A,0,800.626101,12.65451889,0,2.348651009,24.97,3.75
SPXC,SPX Technologies Inc,Industrials,82.51,0,N/A,N/A,0,3761.668937,0,N/A,1.150949146,91.94,61.09
SQSP,Squarespace Inc,N/A,29.9,0,N/A,N/A,0,2634.813535,N/A,0,0.758752665,34.38,16.86
SR,Spire Inc.,Utilities,59.39,0.048493012,0.051094891,0.039749759,2.83118281,3124.100366,13.80512756,0.656886963,0.589470556,73.33,53.77
SRCE,1st Source Corp.,Financial Services,47.15,0.028844115,0.0625,0.047184079,1.272766941,1151.831263,9.11381486,0.248587293,0.709640192,56.52,37.69
SRDX,"Surmodics, Inc.",Healthcare,31.05,0,N/A,N/A,0,438.8607,N/A,0,0.966387941,39.41,16
SRI,Stoneridge Inc.,Consumer Cyclical,16.88,0,N/A,N/A,0,464.568541,N/A,0,0.999850621,25.87,14.18
SSB,SouthState Corporation,Financial Services,72.88,0.027251926,0.04,0.06474093,1.986120372,5539.352991,10.25961904,0.280922259,1.194508841,88.94,58.24
SSD,"Simpson Manufacturing Co., Inc.",Industrials,143.45,0.007367502,0.038461538,0.041809268,1.05686821,6121.420046,17.95064146,0.132605798,1.218325244,165.72,82.55
SSP,E.W. Scripps Co.,Communication Services,7.2,0,N/A,N/A,0,522.329414,N/A,0,2.274468825,16.13,4.85
SSTI,SoundThinking Inc,Technology,16.22,0,N/A,N/A,0,198.359765,N/A,0,0.881093653,39.46,14.39
SSTK,Shutterstock Inc,Communication Services,41.71,0.024964208,N/A,N/A,1.041257136,1489.572838,12.58925159,0.319404029,1.43412225,79.96,33.8
STAA,Staar Surgical Co.,Healthcare,37.81,0,N/A,N/A,0,1833.780917,73.67836862,0,1.693934466,81.81,34.31
STAG,STAG Industrial Inc,Real Estate,35.36,0.041572398,0,0.001365577,1.440013574,6420.347095,35.53238749,1.440013574,1.141627944,38.29,29.7
STBA,"S & T Bancorp, Inc.",Financial Services,28.54,0.033139831,N/A,N/A,0.945810771,1091.42434,7.203693112,0.242515582,0.968562666,37.12,24.08
STC,Stewart Information Services Corp.,Financial Services,46.97,0.038245671,0.055555556,0.096262279,1.796399161,1284.460549,25.49898852,0.976303892,0.977166097,50.05,34.44
STEL,Stellar Bancorp Inc,N/A,23.61,0.010978955,N/A,N/A,0.259213121,1258.607641,12.40581985,0.125831612,0.936450486,35.09,19.92
STEM,Stem Inc,N/A,3.67,0,N/A,N/A,0,571.794848,N/A,0,2.39521475,14.83,3
STEP,StepStone Group Inc,N/A,29,0.027381698,N/A,N/A,0.794069243,1822.211259,130.9906735,3.597957603,1.232790664,32.39,19.24
STER,Sterling Check Corp,N/A,11.42,0,N/A,N/A,0,1100.098809,0,N/A,1.756735097,16.84,10.58
STGW,Stagwell Inc,N/A,4.74,0,N/A,N/A,0,551.978157,N/A,0,1.589687887,9.23,3.83
STHO,Star Holdings,N/A,12.355,0,N/A,N/A,0,164.563065,0,N/A,0.796177401,19.58,10.76
STKL,"Sunopta, Inc.",Consumer Defensive,3.94,0,N/A,N/A,0,465.609468,N/A,0,0.377870998,11.25,2.79
STKS,ONE Group Hospitality Inc,Consumer Cyclical,4.55,0,N/A,N/A,0,143.881165,0,N/A,1.745869003,9.4,4.18
STNE,StoneCo Ltd,Technology,10.94,0,N/A,N/A,0,2915.401289,17.27175871,0,1.529945111,14.83,8.09
STNG,Scorpio Tankers Inc,Energy,58.55,0.013582971,1.5,0.903653939,0.795282946,3190.603442,0,N/A,0.462074246,63.31,40.14
STOK,Stoke Therapeutics Inc,Healthcare,4.26,0,N/A,N/A,0,188.68867,N/A,0,1.352179544,14,3.35
STR,Sitio Royalties Corp,N/A,25.33,0.058050842,N/A,N/A,1.470427839,3981.313471,0,N/A,0.833006635,28.75,18.49
STRA,Strategic Education Inc,Consumer Defensive,87.06,0.026999305,0,0.037137289,2.350559455,2129.264988,43.46237039,1.141048279,0.446825892,94.58,63.54
STRC,Sarcos Technology and Robotics Corporation,N/A,0.5417,0,N/A,N/A,0,13.97586,N/A,0,1.227270409,12.18,0.3982
STRL,Sterling Infrastructure Inc,Industrials,75.96,0,N/A,N/A,0,2340.940597,19.44674313,0,0.937298248,84,30.19
STRO,Sutro Biopharma Inc,Healthcare,2.85,0,N/A,N/A,0,172.425,N/A,0,0.691606424,8.72,2.47
STRS,Stratus Properties Inc.,Real Estate,27,0,N/A,N/A,0,215.924805,0,N/A,0.913490758,29.84,18.51
SUM,Summit Materials Inc,Basic Materials,34.34,0,N/A,N/A,0,4084.036008,13.06001352,0,1.300645609,39.56,25.43
SUNL,Sunlight Financial Holdings Inc,N/A,1.25,0,N/A,N/A,0,0,0,N/A,,,
SUPN,Supernus Pharmaceuticals Inc,Healthcare,24.48,0,N/A,N/A,0,1336.470936,30.83191308,0,0.662327819,42.09,21.99
SVC,Service Properties Trust,Real Estate,7.76,0.096840179,0,-0.17709287,0.751479786,1284.005482,N/A,N/A,1.273069961,10.25,5.97
SWAV,ShockWave Medical Inc,Healthcare,215.69,0,N/A,N/A,0,7926.693129,32.49963358,0,1.198523905,315.95,172.5
SWBI,Smith & Wesson Brands Inc,N/A,14.48,0.029854182,N/A,N/A,0.432288549,668.22957,18.21682489,0.545405689,0.700534169,14.86,7.9
SWI,SolarWinds Corp,Technology,10.5,0,N/A,N/A,0,1729.35,N/A,0,1.461743293,12.22,8.07
SWIM,Latham Group Inc,N/A,2.5,0,N/A,N/A,0,287.103405,N/A,0,1.968641495,4.77,2.04
SWKH,Swk Holdings Corp,Financial Services,16.28,0,N/A,N/A,0,204.159063,11.33146824,0,0.240683679,19.99,15.26
SWTX,SpringWorks Therapeutics Inc,Healthcare,24.31,0,N/A,N/A,0,1521.072203,0,N/A,1.194098413,34.16,20.96
SWX,Southwest Gas Holdings Inc,Utilities,61.52,0.040312094,0,0.035804204,2.443209982,4397.240863,N/A,N/A,0.776222616,71.24,52.69
